Name,Platform,Year,Genre,Publisher,Rank,Global_Sales,NA_Sales,EU_Sales,JP_Sales,Other_Sales
The King of Fighters XII,PS3,2009.0,Fighting,Ignition Entertainment,8572,0.16,0.11,0.01,0.03,0.01
Doctor Who: Evacuation Earth,DS,2010.0,Adventure,Asylum Entertainment,8573,0.16,0.0,0.14,0.0,0.02
Murdered: Soul Suspect,XOne,2014.0,Action,Square Enix,8574,0.16,0.08,0.07,0.0,0.01
Ener-G: Dance Squad,DS,2008.0,Sports,Ubisoft,8575,0.16,0.15,0.0,0.0,0.01
Our House,DS,2009.0,Strategy,Majesco Entertainment,8576,0.16,0.15,0.0,0.0,0.01
SimEarth: The Living Planet,SNES,1991.0,Simulation,Imagineer,8577,0.16,0.0,0.0,0.16,0.0
Major League Baseball 2K11,Wii,2011.0,Sports,Take-Two Interactive,8578,0.16,0.15,0.0,0.0,0.01
Sengoku Basara: Chronicle Heroes,PSP,2011.0,Action,Capcom,8579,0.16,0.0,0.0,0.16,0.0
NBA 2K12,PC,2011.0,Sports,Take-Two Interactive,8580,0.16,0.09,0.05,0.0,0.02
The Wild Thornberrys: Chimp Chase,GBA,2001.0,Action,THQ,8581,0.16,0.11,0.04,0.0,0.0
Power Stakes,PS,1997.0,Sports,Aques,8582,0.16,0.0,0.0,0.15,0.01
Fighters Destiny,N64,1998.0,Fighting,Ocean,8583,0.16,0.13,0.03,0.0,0.0
Asteroids Hyper 64,N64,1999.0,Shooter,Crave Entertainment,8584,0.16,0.13,0.03,0.0,0.0
The Powerpuff Girls: Chemical X-Traction,N64,2001.0,Action,BAM! Entertainment,8585,0.16,0.13,0.03,0.0,0.0
Jikkyou Powerful Pro Yakyuu Basic-han 2001,N64,2001.0,Sports,Konami Digital Entertainment,8586,0.16,0.0,0.0,0.12,0.04
Tom and Jerry in Fists of Furry,N64,2000.0,Fighting,Ubisoft,8587,0.16,0.13,0.03,0.0,0.0
Hydro Thunder,N64,2000.0,Racing,Midway Games,8588,0.16,0.13,0.03,0.0,0.0
Space Invaders,N64,1999.0,Shooter,Activision,8589,0.16,0.13,0.03,0.0,0.0
Starcraft 64,N64,2000.0,Strategy,Nintendo,8590,0.16,0.13,0.03,0.0,0.0
Destruction Derby 64,N64,1999.0,Racing,THQ,8591,0.16,0.13,0.03,0.0,0.0
Buck Bumble,N64,1998.0,Action,Ubisoft,8592,0.16,0.13,0.03,0.0,0.0
California Speed,N64,1999.0,Misc,Midway Games,8593,0.16,0.13,0.03,0.0,0.0
Wonder Project J2: Koruro no Mori no Josette,N64,1996.0,Simulation,Enix Corporation,8594,0.16,0.0,0.0,0.12,0.04
Culdcept SAGA,X360,2006.0,Role-Playing,Namco Bandai Games,8595,0.16,0.12,0.0,0.03,0.01
Take A Break's: Puzzle Master,DS,2009.0,Puzzle,Ubisoft,8596,0.16,0.0,0.15,0.0,0.01
Dragon Ball: Origins 2,DS,2010.0,Action,Namco Bandai Games,8597,0.16,0.05,0.02,0.08,0.01
Minna no DS Seminar: Kanpeki Kanji Ryoku,DS,2006.0,Misc,TDK Core,8598,0.16,0.0,0.0,0.16,0.0
Innocent Life: A Futuristic Harvest Moon,PSP,2006.0,Simulation,Rising Star Games,8599,0.16,0.08,0.03,0.03,0.02
The Crew,PC,2014.0,Racing,Ubisoft,8600,0.16,0.0,0.15,0.0,0.01
Macross Ace Frontier,PSP,2008.0,Simulation,Namco Bandai Games,8601,0.16,0.0,0.0,0.16,0.0
Black & Bruised,PS2,2003.0,Fighting,Vivendi Games,8602,0.16,0.08,0.06,0.0,0.02
Sherlock Holmes vs. Jack the Ripper,X360,2009.0,Adventure,Focus Home Interactive,8603,0.16,0.11,0.04,0.0,0.01
.hack//G.U. Vol.2//Reminisce (jp sales),PS2,2006.0,Role-Playing,Namco Bandai Games,8604,0.16,0.0,0.0,0.16,0.0
Rapala Pro Fishing,XB,2004.0,Sports,Zoo Digital Publishing,8605,0.16,0.12,0.03,0.0,0.01
TimeShift,PS3,2007.0,Shooter,Vivendi Games,8606,0.16,0.14,0.01,0.0,0.01
Blitz: The League,X360,2006.0,Sports,Midway Games,8607,0.16,0.15,0.0,0.0,0.01
Scripps Spelling Bee,DS,2010.0,Simulation,THQ,8608,0.16,0.15,0.0,0.0,0.01
MotionSports: Adrenaline,PS3,2011.0,Sports,Ubisoft,8609,0.16,0.08,0.06,0.0,0.03
Ener-G Horse Riders,DS,2008.0,Sports,Ubisoft,8610,0.16,0.14,0.01,0.0,0.01
Time Hollow,DS,2008.0,Adventure,Konami Digital Entertainment,8611,0.16,0.03,0.01,0.11,0.0
Farming Simulator 2013,PS3,2013.0,Simulation,Focus Home Interactive,8612,0.16,0.0,0.1,0.02,0.04
Rudolph the Red-Nosed Reindeer,Wii,2010.0,Action,Crave Entertainment,8613,0.16,0.15,0.0,0.0,0.01
Shinobido 2: Tales of the Ninja,PSV,2011.0,Action,Sony Computer Entertainment,8614,0.16,0.06,0.05,0.02,0.03
SpongeBob's Truth or Square,DS,2009.0,Action,THQ,8615,0.16,0.08,0.07,0.0,0.01
Ghost in the Shell: Stand Alone Complex,PS2,2004.0,Adventure,Namco Bandai Games,8616,0.16,0.08,0.06,0.0,0.02
Rondo of Swords (US sales),DS,2007.0,Role-Playing,Success,8617,0.16,0.16,0.0,0.0,0.0
Bulletstorm,PC,2011.0,Shooter,Electronic Arts,8618,0.16,0.07,0.07,0.0,0.02
Battle Soccer: Field no Hasha,SNES,1992.0,Sports,Banpresto,8619,0.16,0.0,0.0,0.16,0.0
Shaun White Skateboarding,X360,2010.0,Sports,Ubisoft,8620,0.16,0.1,0.05,0.0,0.01
MLB 11: The Show,PSP,2011.0,Sports,Sony Computer Entertainment,8621,0.16,0.15,0.0,0.0,0.01
Vegas Party,Wii,,Misc,Unknown,8622,0.16,0.15,0.0,0.0,0.01
Amped 3,X360,2005.0,Sports,Take-Two Interactive,8623,0.16,0.13,0.02,0.0,0.01
Family Party: 30 Great Games Outdoor Fun,Wii,2009.0,Misc,D3Publisher,8624,0.16,0.14,0.01,0.0,0.01
FlatOut 2,PS2,2006.0,Racing,Empire Interactive,8625,0.16,0.08,0.06,0.0,0.02
Naruto: Ultimate Ninja Heroes 2 - The Phantom Fortress,PSP,2006.0,Fighting,Atari,8626,0.16,0.14,0.0,0.0,0.01
FIFA Soccer 96,PS,1995.0,Sports,Electronic Arts,8627,0.16,0.09,0.06,0.0,0.01
Burger Island,DS,2008.0,Action,Destineer,8628,0.16,0.15,0.0,0.0,0.01
Dynasty Warriors 8,X360,2013.0,Action,Tecmo Koei,8629,0.16,0.09,0.05,0.0,0.01
NCAA Final Four 2001,PS,2000.0,Sports,Sony Computer Entertainment,8630,0.16,0.09,0.06,0.0,0.01
Tak and the Guardians of Gross,Wii,2008.0,Action,THQ,8631,0.16,0.15,0.0,0.0,0.01
Just Dance: Disney Party,X360,2012.0,Misc,Ubisoft,8632,0.16,0.13,0.02,0.0,0.01
LEGO The Lord of the Rings,DS,2012.0,Action,Warner Bros. Interactive Entertainment,8633,0.16,0.0,0.14,0.0,0.02
Dengeki Bunko Fighting Climax,PS3,2014.0,Fighting,Sega,8634,0.16,0.05,0.0,0.09,0.01
J-League Jikkyou Winning Eleven 2000,PS,2000.0,Sports,Konami Digital Entertainment,8635,0.16,0.0,0.0,0.15,0.01
Eve: The Lost One,SAT,1998.0,Adventure,Imagineer,8636,0.16,0.0,0.0,0.16,0.0
Chessmaster: The Art of Learning,DS,2007.0,Misc,Ubisoft,8637,0.16,0.12,0.03,0.0,0.01
Yu-Gi-Oh! 5D's: Duel Transer,Wii,2010.0,Strategy,Konami Digital Entertainment,8638,0.16,0.11,0.02,0.02,0.01
LEGO Legends of Chima: Laval's Journey,PSV,2013.0,Adventure,Warner Bros. Interactive Entertainment,8639,0.16,0.02,0.09,0.0,0.04
Konami Krazy Racers,GBA,2001.0,Racing,Konami Digital Entertainment,8640,0.16,0.09,0.03,0.04,0.0
Saturday Night Slam Masters,SNES,1994.0,Fighting,Capcom,8641,0.16,0.0,0.0,0.16,0.0
Blitz: The League II,PS3,2008.0,Sports,Midway Games,8642,0.16,0.11,0.03,0.0,0.02
F-Zero: GP Legend,GBA,2003.0,Racing,Nintendo,8643,0.16,0.11,0.04,0.0,0.0
Racing Lagoon,PS,1999.0,Racing,Square,8644,0.16,0.0,0.0,0.15,0.01
Victorious: Hollywood Arts Debut,DS,2011.0,Misc,D3Publisher,8645,0.16,0.14,0.01,0.0,0.01
Mr. Driller 2,GBA,2001.0,Puzzle,Namco Bandai Games,8646,0.16,0.0,0.0,0.15,0.0
Just Sing!,DS,2009.0,Misc,DTP Entertainment,8647,0.16,0.14,0.01,0.0,0.01
Darksiders II,WiiU,2012.0,Action,THQ,8648,0.16,0.07,0.07,0.0,0.01
Dragon's Lair Trilogy,Wii,2010.0,Adventure,Destineer,8649,0.16,0.15,0.0,0.0,0.01
Trivial Pursuit: Bet You Know It,Wii,2011.0,Misc,Electronic Arts,8650,0.16,0.1,0.04,0.0,0.01
Imagine: Ice Champions,DS,2007.0,Sports,Spike,8651,0.16,0.15,0.0,0.0,0.01
J-League Pro Soccer Club o Tsukurou! 6: Pride of J,PSP,2009.0,Sports,Sega,8652,0.16,0.0,0.0,0.16,0.0
Nicktoons: MLB,Wii,2011.0,Sports,Take-Two Interactive,8653,0.16,0.15,0.0,0.0,0.01
Sniper: Ghost Warrior,PC,2010.0,Shooter,City Interactive,8654,0.16,0.0,0.13,0.0,0.03
Left Brain Right Brain: Use Both Hands Train Both Sides,DS,2007.0,Misc,505 Games,8655,0.16,0.15,0.0,0.0,0.01
Rio,PS3,2011.0,Misc,THQ,8656,0.16,0.04,0.09,0.0,0.03
Power Rangers Double Pack,GBA,2005.0,Action,THQ,8657,0.16,0.11,0.04,0.0,0.0
Mugen Souls,PS3,2012.0,Role-Playing,Nippon Ichi Software,8658,0.16,0.04,0.03,0.08,0.01
Yakuza Kiwami,PS4,2016.0,Adventure,Sega,8659,0.16,0.0,0.0,0.16,0.0
Pachi-Slot Kanzen Kouryaku 3: Universal Koushiki Gaido Volume 3,PS,1998.0,Misc,Syscom,8660,0.16,0.0,0.0,0.15,0.01
"BCFX: The Black College Football Xperience, The Doug Williams Edition",X360,2009.0,Sports,Aspyr,8661,0.16,0.15,0.0,0.0,0.01
FIFA Soccer 97,PS,1996.0,Sports,Electronic Arts,8662,0.16,0.09,0.06,0.0,0.01
Saw II: Flesh & Blood,X360,2010.0,Action,Konami Digital Entertainment,8663,0.16,0.1,0.04,0.0,0.01
Psychic Force,PS,1996.0,Fighting,Acclaim Entertainment,8664,0.16,0.01,0.01,0.13,0.01
Trigger Man,PS2,2004.0,Shooter,Play It,8665,0.16,0.08,0.06,0.0,0.02
Bomberman Land Touch! 2,DS,2007.0,Puzzle,Rising Star Games,8666,0.16,0.13,0.0,0.01,0.01
Michael Jackson: The Experience,PSP,2010.0,Misc,Ubisoft,8667,0.16,0.11,0.03,0.0,0.02
The Godfather: Blackhand Edition,Wii,2007.0,Adventure,Electronic Arts,8668,0.16,0.14,0.0,0.0,0.01
StarBlade α,PS,1995.0,Shooter,Sony Computer Entertainment,8669,0.16,0.0,0.0,0.15,0.01
Kidou Senshi Gundam: Giren no Yabou - Axis no Kyoui,PSP,2008.0,Strategy,Namco Bandai Games,8670,0.16,0.0,0.0,0.16,0.0
Tiger Woods PGA Tour 2004,GC,2003.0,Sports,Electronic Arts,8671,0.16,0.12,0.03,0.0,0.0
Monster House,DS,2006.0,Adventure,THQ,8672,0.16,0.14,0.01,0.0,0.01
Angry Birds Star Wars,XOne,2013.0,Strategy,Activision,8673,0.16,0.11,0.04,0.0,0.01
Backyard Sports: Sandlot Sluggers,Wii,2010.0,Sports,Atari,8674,0.16,0.15,0.0,0.0,0.01
Guilty Gear Xrd: Sign,PS4,2014.0,Fighting,Arc System Works,8675,0.16,0.1,0.0,0.04,0.02
Arcade Zone,Wii,2009.0,Misc,Activision,8676,0.16,0.14,0.0,0.0,0.01
SpongeBob's Boating Bash,DS,2010.0,Misc,THQ,8677,0.16,0.14,0.01,0.0,0.01
7th Dragon III Code: VFD,3DS,2015.0,Role-Playing,Sega,8678,0.16,0.03,0.0,0.12,0.0
DiRT 3,PC,2011.0,Racing,Codemasters,8679,0.16,0.0,0.13,0.0,0.03
Culdcept,3DS,2012.0,Misc,Nintendo,8680,0.16,0.0,0.0,0.16,0.0
Birds of Steel,X360,2012.0,Simulation,Konami Digital Entertainment,8681,0.16,0.11,0.04,0.0,0.01
Rudolph the Red-Nosed Reindeer,DS,2010.0,Action,Crave Entertainment,8682,0.16,0.15,0.0,0.0,0.01
WWE '13,Wii,2012.0,Action,THQ,8683,0.16,0.12,0.02,0.0,0.01
MX 2002 Featuring Ricky Carmichael,GBA,2001.0,Racing,THQ,8684,0.16,0.11,0.04,0.0,0.0
Halo Triple Pack,XB,2005.0,Shooter,Microsoft Game Studios,8685,0.16,0.12,0.03,0.0,0.01
Street Racer,PS,1996.0,Racing,Ubisoft,8686,0.16,0.09,0.06,0.0,0.01
Bomberman,DS,2005.0,Puzzle,Ubisoft,8687,0.16,0.1,0.02,0.03,0.01
NBA 2K3,GC,2002.0,Sports,Sega,8688,0.16,0.12,0.03,0.0,0.0
Arcana Heart,PS2,2007.0,Fighting,AQ Interactive,8689,0.16,0.06,0.05,0.04,0.02
NHL 2005,XB,2004.0,Sports,Electronic Arts,8690,0.16,0.12,0.03,0.0,0.01
World Soccer Winning Eleven 2010: Aoki Samurai no Chousen,PSP,2010.0,Sports,Konami Digital Entertainment,8691,0.16,0.0,0.0,0.16,0.0
Infected,PSP,2005.0,Shooter,THQ,8692,0.16,0.14,0.0,0.0,0.01
Battlestar Galactica,PS2,2003.0,Shooter,Vivendi Games,8693,0.16,0.08,0.06,0.0,0.02
The Walking Dead: Season One,XOne,2014.0,Adventure,Telltale Games,8694,0.16,0.08,0.06,0.0,0.01
Kingdom Hearts: Birth by Sleep - Final Mix,PSP,2011.0,Role-Playing,Square Enix,8695,0.16,0.0,0.0,0.16,0.0
Bust-A-Move Bash!,Wii,2007.0,Puzzle,505 Games,8696,0.16,0.13,0.01,0.0,0.01
Block Party,Wii,2008.0,Misc,Activision,8697,0.16,0.14,0.0,0.0,0.01
Toriko: Gourmet Monsters!,3DS,2012.0,Role-Playing,Namco Bandai Games,8698,0.16,0.0,0.0,0.16,0.0
The Incredible Hulk: The Pantheon Saga,PS,1996.0,Action,Eidos Interactive,8699,0.16,0.09,0.06,0.0,0.01
Darksiders II,PC,2012.0,Action,Nordic Games,8700,0.16,0.03,0.1,0.0,0.03
Megamind: Ultimate Showdown,PS3,2010.0,Action,THQ,8701,0.16,0.07,0.06,0.0,0.02
The Idolm@ster 2,PS3,2011.0,Misc,Namco Bandai Games,8702,0.16,0.0,0.0,0.16,0.0
Space Camp,DS,2009.0,Action,Activision,8703,0.16,0.14,0.0,0.0,0.01
Imagine: Music Fest,DS,2009.0,Simulation,Ubisoft,8704,0.16,0.15,0.0,0.0,0.01
AC/DC LIVE: Rock Band Track Pack,PS2,2008.0,Misc,MTV Games,8705,0.16,0.08,0.06,0.0,0.02
Senran Kagura: Sh?jo-tachi no Shinei,3DS,2011.0,Action,Marvelous Interactive,8706,0.16,0.0,0.0,0.16,0.0
Ultimate Spider-Man,DS,2005.0,Action,Activision,8707,0.16,0.14,0.0,0.0,0.01
Fist of the North Star: Ken's Rage,X360,2010.0,Action,Ubisoft Annecy,8708,0.16,0.07,0.02,0.06,0.01
Jurassic Park: The Game,X360,,Action,Unknown,8709,0.16,0.15,0.0,0.0,0.01
He-Man: Power of Grayskull,GBA,2002.0,Action,TDK Mediactive,8710,0.16,0.11,0.04,0.0,0.0
WordJong,DS,2007.0,Puzzle,White Park Bay Software,8711,0.16,0.13,0.01,0.0,0.01
Putty Squad,PS4,2013.0,Platform,System 3,8712,0.16,0.06,0.07,0.0,0.02
Polaris SnoCross,PS,2000.0,Racing,Vatical Entertainment,8713,0.16,0.09,0.06,0.0,0.01
Wing Commander III: Heart of the Tiger,PS,1996.0,Action,Electronic Arts,8714,0.16,0.09,0.06,0.0,0.01
Top Spin 4,Wii,2011.0,Sports,Take-Two Interactive,8715,0.16,0.05,0.09,0.0,0.02
Prince of Persia: The Forgotten Sands,DS,2010.0,Action,Ubisoft,8716,0.16,0.14,0.01,0.0,0.01
Mat Hoffman's Pro BMX 2,GBA,2002.0,Sports,Activision,8717,0.16,0.11,0.04,0.0,0.0
Muppet RaceMania,PS,1999.0,Racing,Sony Computer Entertainment,8718,0.15,0.09,0.06,0.0,0.01
Namco Museum Vol.5,PS,1996.0,Misc,Sony Computer Entertainment,8719,0.15,0.02,0.01,0.12,0.01
Courier Crisis,PS,1997.0,Racing,BMG Interactive Entertainment,8720,0.15,0.09,0.06,0.0,0.01
Bleach: Dark Souls,DS,2007.0,Fighting,Sega,8721,0.15,0.12,0.02,0.0,0.01
The Oregon Trail,Wii,2011.0,Simulation,Crave Entertainment,8722,0.15,0.15,0.0,0.0,0.01
Digimon Battle Spirit 2,GBA,2003.0,Fighting,Namco Bandai Games,8723,0.15,0.11,0.04,0.0,0.0
Winning Post 3,PS,1998.0,Racing,Tecmo Koei,8724,0.15,0.0,0.0,0.14,0.01
FIFA 06: Road to FIFA World Cup,X360,2005.0,Sports,Electronic Arts,8725,0.15,0.11,0.02,0.01,0.01
Driven,PS2,2001.0,Racing,BAM! Entertainment,8726,0.15,0.08,0.06,0.0,0.02
F.E.A.R. 3,PC,2011.0,Shooter,Warner Bros. Interactive Entertainment,8727,0.15,0.04,0.08,0.0,0.03
de Blob 2,X360,2011.0,Platform,THQ,8728,0.15,0.1,0.04,0.0,0.01
"Warhammer 40,000: Fire Warrior",PS2,2003.0,Shooter,THQ,8729,0.15,0.08,0.06,0.0,0.02
Hot Wheels: Battle Force 5,DS,2009.0,Racing,Activision,8730,0.15,0.13,0.02,0.0,0.01
James Noir's Hollywood Crimes,3DS,2011.0,Adventure,Ubisoft,8731,0.15,0.07,0.07,0.0,0.02
Deadly Premonition,PS3,2010.0,Action,Rising Star Games,8732,0.15,0.08,0.05,0.0,0.02
Bomberman,PSP,2006.0,Puzzle,Konami Digital Entertainment,8733,0.15,0.14,0.0,0.0,0.01
MTV Music Generator 2,PS2,2001.0,Misc,Codemasters,8734,0.15,0.08,0.06,0.0,0.02
The Quest Trio,DS,2008.0,Puzzle,Avanquest,8735,0.15,0.14,0.01,0.0,0.01
Chaotic: Shadow Warriors,X360,2009.0,Action,Activision,8736,0.15,0.14,0.0,0.0,0.01
Space Invaders Extreme,DS,2008.0,Shooter,Square Enix,8737,0.15,0.12,0.01,0.01,0.01
Burnout 2: Point of Impact,GC,2003.0,Racing,Acclaim Entertainment,8738,0.15,0.12,0.03,0.0,0.0
Paris-Dakar Rally,PS2,2001.0,Racing,Acclaim Entertainment,8739,0.15,0.08,0.06,0.0,0.02
All-Pro Football 2K8,PS3,2007.0,Sports,Take-Two Interactive,8740,0.15,0.14,0.0,0.0,0.01
Dragon Ball Z: Harukanaru Densetsu (JP sales),DS,2007.0,Role-Playing,Namco Bandai Games,8741,0.15,0.0,0.0,0.15,0.0
Atelier Iris: Eternal Mana,PS2,2004.0,Role-Playing,Tecmo Koei,8742,0.15,0.08,0.06,0.0,0.02
Blinx 2: Masters of Time & Space,XB,2004.0,Platform,Microsoft Game Studios,8743,0.15,0.12,0.03,0.0,0.01
Stormrise,X360,2009.0,Strategy,Sega,8744,0.15,0.11,0.03,0.0,0.01
NHL 2K10,PS3,2009.0,Sports,Take-Two Interactive,8745,0.15,0.13,0.01,0.0,0.01
FIFA Street 2,PSP,2006.0,Sports,Electronic Arts,8746,0.15,0.07,0.06,0.0,0.03
Tak: The Great Juju Challenge,GC,2005.0,Platform,THQ,8747,0.15,0.12,0.03,0.0,0.0
Deponia,PC,2012.0,Adventure,Daedalic,8748,0.15,0.0,0.13,0.0,0.03
Harvest Moon: The Lost Valley,3DS,2014.0,Simulation,Natsume,8749,0.15,0.12,0.02,0.0,0.01
Knockout Kings 2003,GC,2002.0,Sports,Electronic Arts,8750,0.15,0.12,0.03,0.0,0.0
NCAA Football 2004,GC,2003.0,Sports,Electronic Arts,8751,0.15,0.12,0.03,0.0,0.0
XGIII: Extreme G Racing,GC,2001.0,Racing,Acclaim Entertainment,8752,0.15,0.12,0.03,0.0,0.0
NHL 17,XOne,2016.0,Sports,Electronic Arts,8753,0.15,0.13,0.01,0.0,0.02
Jewel Quest Solitaire,DS,2009.0,Puzzle,GSP,8754,0.15,0.0,0.14,0.0,0.02
Metal Gear Solid V: Ground Zeroes,X360,2014.0,Action,Konami Digital Entertainment,8755,0.15,0.07,0.06,0.01,0.01
Digimon World 4,PS2,2005.0,Role-Playing,Atari,8756,0.15,0.08,0.06,0.0,0.02
Cars: Race-O-Rama,X360,2009.0,Racing,THQ,8757,0.15,0.14,0.01,0.0,0.01
Disney's Story Studio: Disney's Mulan,PS,1999.0,Misc,Sony Computer Entertainment,8758,0.15,0.09,0.06,0.0,0.01
Klax,2600,1989.0,Puzzle,Atari,8759,0.15,0.14,0.01,0.0,0.0
Pressure Cooker,2600,1982.0,Action,Activision,8760,0.15,0.14,0.01,0.0,0.0
Saturn Bomberman,SAT,1996.0,Puzzle,Sega,8761,0.15,0.0,0.0,0.15,0.0
Home Run,2600,,Sports,Atari,8762,0.15,0.14,0.01,0.0,0.0
Jikkyou Powerful Pro Yakyuu Portable,PSP,2006.0,Sports,Konami Digital Entertainment,8763,0.15,0.0,0.0,0.15,0.0
The Adventures of Tintin: The Game,3DS,2011.0,Action,Ubisoft,8764,0.15,0.05,0.09,0.0,0.02
American Chopper,XB,2004.0,Racing,Zoo Digital Publishing,8765,0.15,0.11,0.03,0.0,0.01
Sonny with a Chance,DS,2010.0,Action,Disney Interactive Studios,8766,0.15,0.12,0.02,0.0,0.01
Murdered: Soul Suspect,PS3,2014.0,Action,Square Enix,8767,0.15,0.05,0.06,0.02,0.02
Farm Frenzy: Animal Country,DS,2009.0,Simulation,City Interactive,8768,0.15,0.13,0.01,0.0,0.01
Kingdom Under Fire: Heroes,XB,2005.0,Strategy,Deep Silver,8769,0.15,0.11,0.03,0.0,0.01
Wolfenstein: The Old Blood,XOne,2015.0,Action,Bethesda Softworks,8770,0.15,0.07,0.07,0.0,0.01
The Terminator: Dawn of Fate,XB,2002.0,Action,Atari,8771,0.15,0.11,0.03,0.0,0.01
Cartoon Network Collection: Game Boy Advance Video Special Edition,GBA,2005.0,Misc,,8772,0.15,0.11,0.04,0.0,0.0
Naruto Shippuden: Legends: Akatsuki Rising,PSP,2009.0,Fighting,Namco Bandai Games,8773,0.15,0.14,0.0,0.0,0.01
Scooby-Doo! Unmasked,GC,2005.0,Platform,THQ,8774,0.15,0.12,0.03,0.0,0.0
Streak: Hoverboard Racing,PS,1998.0,Racing,GT Interactive,8775,0.15,0.09,0.06,0.0,0.01
Samurai Warriors: Katana,Wii,2007.0,Action,Tecmo Koei,8776,0.15,0.11,0.0,0.04,0.01
Project Sylpheed: Arc of Deception,X360,2006.0,Shooter,Microsoft Game Studios,8777,0.15,0.12,0.01,0.02,0.01
Enthusia Professional Racing,PS2,2005.0,Racing,Konami Digital Entertainment,8778,0.15,0.07,0.06,0.0,0.02
NCAA GameBreaker 2001,PS2,2000.0,Sports,Sony Computer Entertainment,8779,0.15,0.07,0.06,0.0,0.02
Get On Da Mic,PS2,2004.0,Misc,Eidos Interactive,8780,0.15,0.07,0.06,0.0,0.02
Heroes of Mana,DS,2007.0,Strategy,Square Enix,8781,0.15,0.08,0.01,0.05,0.01
Jurassic: The Hunted,Wii,2009.0,Shooter,Activision,8782,0.15,0.14,0.0,0.0,0.01
Army Men: Sarge's War,GC,2004.0,Shooter,Global Star,8783,0.15,0.12,0.03,0.0,0.0
Horse Life Adventures,Wii,2008.0,Simulation,Deep Silver,8784,0.15,0.13,0.01,0.0,0.01
Amagami,PSP,2011.0,Adventure,Kadokawa Shoten,8785,0.15,0.0,0.0,0.15,0.0
Ice Age 2: The Meltdown,DS,2006.0,Platform,Vivendi Games,8786,0.15,0.13,0.01,0.0,0.01
Jikkyou Powerful Pro Yakyuu 2009,PS2,2009.0,Sports,Konami Digital Entertainment,8787,0.15,0.0,0.0,0.15,0.0
Blazing Angels 2: Secret Missions of WWII,PS3,2007.0,Simulation,Ubisoft,8788,0.15,0.1,0.03,0.0,0.02
Bigfoot: Collision Course,DS,2009.0,Racing,Zoo Digital Publishing,8789,0.15,0.14,0.0,0.0,0.01
Marvel Super Hero Squad: The Infinity Gauntlet,X360,2010.0,Action,THQ,8790,0.15,0.12,0.02,0.0,0.01
Kidou Senkan Nadesico,SAT,1997.0,Strategy,Sega,8791,0.15,0.0,0.0,0.15,0.0
Tears to Tiara II: Heir of the Overlord,PS3,2013.0,Role-Playing,Nippon Ichi Software,8792,0.15,0.07,0.02,0.06,0.01
Frogger's Adventures: The Rescue,GC,2003.0,Platform,Konami Digital Entertainment,8793,0.15,0.12,0.03,0.0,0.0
The Incredibles: Rise of the Underminer,DS,2005.0,Action,THQ,8794,0.15,0.13,0.01,0.0,0.01
Darksiders,PC,2010.0,Action,THQ,8795,0.15,0.07,0.06,0.0,0.02
The Secret Saturdays: Beasts of the 5th Sun,PS2,2009.0,Action,D3Publisher,8796,0.15,0.05,0.02,0.0,0.08
Countdown: The Game,DS,2009.0,Puzzle,Mindscape,8797,0.15,0.0,0.14,0.0,0.01
Active Life Explorer,Wii,2010.0,Sports,Namco Bandai Games,8798,0.15,0.14,0.0,0.0,0.01
MLB Power Pros 2008,PS2,2008.0,Sports,Konami Digital Entertainment,8799,0.15,0.05,0.04,0.05,0.01
The Fairly Odd Parents: Clash with the Anti-World,GBA,2005.0,Adventure,THQ,8800,0.15,0.11,0.04,0.0,0.0
Theatrhythm Dragon Quest,3DS,2015.0,Misc,Square Enix,8801,0.15,0.0,0.0,0.15,0.0
Major League Baseball 2K10,DS,2010.0,Sports,Take-Two Interactive,8802,0.15,0.14,0.0,0.0,0.01
Naruto: Powerful Shippuden,3DS,2012.0,Platform,Namco Bandai Games,8803,0.15,0.08,0.02,0.04,0.01
Disney's The Lion King: Simba's Mighty Adventure,PS,2000.0,Action,Activision,8804,0.15,0.08,0.06,0.0,0.01
Family Party: Fitness Fun,Wii,2010.0,Sports,D3Publisher,8805,0.15,0.14,0.0,0.0,0.01
Thor: God of Thunder,PS3,2011.0,Action,Sega,8806,0.15,0.07,0.06,0.0,0.02
Fantastic Four: Rise of the Silver Surfer,PS3,2007.0,Action,Take-Two Interactive,8807,0.15,0.12,0.02,0.0,0.02
Metal Slug Anthology,Wii,2006.0,Shooter,Ignition Entertainment,8808,0.15,0.12,0.01,0.0,0.01
GoldenEye 007 (2010),DS,2010.0,Action,Activision,8809,0.15,0.11,0.03,0.0,0.01
Jikkyou Powerful Pro Yakyuu 2012,PSP,2012.0,Action,Konami Digital Entertainment,8810,0.15,0.0,0.0,0.15,0.0
All Japan Pro Wrestling featuring Virtua,SAT,1997.0,Fighting,Sega,8811,0.15,0.0,0.0,0.15,0.0
Rudra no Hihou,SNES,1996.0,Role-Playing,SquareSoft,8812,0.15,0.0,0.0,0.15,0.0
Gundam Breaker 2,PSV,2014.0,Action,Namco Bandai Games,8813,0.15,0.0,0.0,0.15,0.0
Prince of Persia: The Sands of Time,GBA,2003.0,Action,Ubisoft,8814,0.15,0.11,0.04,0.0,0.0
Cake Mania: In The Mix!,Wii,2008.0,Puzzle,Majesco Entertainment,8815,0.15,0.14,0.0,0.0,0.01
Zoids: Battle Legends,GC,2003.0,Action,Tomy Corporation,8816,0.15,0.12,0.03,0.0,0.0
